timestamp,x,y
1743428553139.0,499.97052644114217,500.0460859283958
1743428553178.0,500.14025357447844,501.5624085097773
1743428553224.0,504.2820549290303,506.4005791231841
1743428553274.0,512.0684131741735,523.2534318902444
1743428553326.0,540.1664040663007,538.5698512122348
1743428553376.0,581.8412422166612,559.3709759661728
1743428553427.0,603.7998053166566,563.1958027899352
1743428553477.0,680.2923321981327,512.0076843501415
1743428553526.0,721.0042504134251,476.12360203379774
1743428553575.0,771.7452077811548,506.84832635688235
1743428553625.0,751.4593470977546,476.97385031249917
1743428553676.0,798.0557145697012,486.97738561827856
1743428553727.0,788.6914935538364,446.3130071548714
1743428553776.0,849.3136637664755,486.23072814931055
1743428553824.0,813.3448389721273,489.354509631639
1743428553877.0,768.5937005551245,544.7812657883621
1743428553927.0,824.6754435048457,503.4589996559595
1743428553974.0,840.1867511614212,510.7116638131359
1743428554024.0,820.5178829682549,508.3556576254901
1743428554076.0,781.1148739846443,528.4635286085531
1743428554128.0,755.257740489084,518.0653653644752
1743428554177.0,721.8531840144285,561.5240438795025
1743428554231.0,708.2777475134188,605.7232792624178
1743428554280.0,684.0575753531508,589.8653041915137
1743428554330.0,703.8714113171401,618.9469440634233
1743428554380.0,686.0350515332051,609.007811753205
1743428554432.0,677.9613438997142,577.5015097753463
1743428554480.0,654.620729001099,592.6105726541293
1743428554531.0,672.1984315713861,568.548228531555
1743428554580.0,655.2568211716567,526.3899462526014
1743428554631.0,616.6084172485441,570.3424940392335
1743428554681.0,658.6234366546685,585.118164190478
1743428554730.0,720.5462131588926,570.8337781988286
1743428554780.0,780.1564441324915,553.3399813355791
1743428554828.0,735.4017709841866,502.7961504760888
1743428554879.0,719.0585196271613,478.3795198708585
1743428554932.0,689.3931174788377,474.3767765750578
1743428554981.0,592.7613862594933,515.7239416287683
1743428555031.0,548.0912931991362,473.2693269863087
1743428555081.0,556.2480679223011,455.0117088003129
1743428555131.0,611.0892520258379,447.52841845484784
1743428555181.0,653.5600721370461,459.57346511243804
1743428555230.0,626.4624482532208,431.6421235590285
1743428555281.0,567.1499825307985,473.0017125096757
1743428555331.0,486.6932757647662,506.88814977876984
1743428555379.0,503.85321781612413,476.2397417146821
1743428555429.0,552.294558848037,400.5940559750619
1743428555478.0,570.3952178558698,448.23645052537563
1743428555528.0,625.998154312339,397.26476417255134
