timestamp,x,y
1743428762030.0,500.1355783707459,499.9126510892032
1743428762093.0,499.51804253829135,499.8728510312659
1743428762141.0,496.6562335714206,508.51042210668567
1743428762190.0,477.58104610558166,497.41968504072616
1743428762238.0,487.2376250002739,504.9186727932317
1743428762290.0,487.17091271013754,465.0388197147181
1743428762340.0,508.2224239796032,448.8136341063914
1743428762388.0,533.1506657607488,370.36320620808453
1743428762438.0,585.6704676050717,283.3974365700825
1743428762488.0,628.0818408321128,208.07219605464363
1743428762539.0,712.0387191869567,169.59774267291417
1743428762590.0,736.6538367406954,117.0320098296055
1743428762640.0,719.5870348524593,125.3714847437268
1743428762687.0,818.216187579745,157.3824848455139
1743428762739.0,793.744873414923,176.31585565631565
1743428762791.0,876.3755324123417,239.60464652890465
1743428762840.0,913.9019717488256,262.14495904664403
1743428762890.0,1050.5539238647032,384.04453551394624
1743428762940.0,1163.9166576826583,424.05022357973564
1743428762988.0,1247.121235969715,354.90368587022186
1743428763038.0,1348.0452501055552,436.7539718893327
1743428763089.0,1361.598104378542,476.2778756515991
1743428763139.0,1297.701828952326,505.11197096347433
1743428763189.0,1225.177976753862,548.6786585641692
1743428763236.0,1202.0126477091917,550.6581599914045
1743428763289.0,1265.7612502323532,616.5984686542173
1743428763339.0,1230.803335182713,484.3990915827279
1743428763387.0,1213.2604193188552,558.5669289545359
1743428763439.0,1294.4818833039935,668.5272677876784
1743428763489.0,1356.9167272991522,688.9410927734787
1743428763539.0,1400.592637526831,617.1893025339837
1743428763590.0,1270.5890276674786,725.7904037693934
1743428763641.0,947.6363666541711,693.4139034499857
1743428763692.0,814.5898617472889,663.0972322420857
1743428763742.0,700.4129908086784,630.8322287659558
1743428763793.0,641.4686104585252,597.4722958860375
1743428763845.0,678.5889955596308,643.998723847691
1743428763896.0,716.1157245342065,671.6594750077181
1743428763949.0,676.8819619508163,718.3283805827787
1743428764002.0,618.8148526172162,669.2947828926028
1743428764062.0,647.1181849995647,695.828287550273
1743428764118.0,647.1307382840632,695.8175221544797
1743428764175.0,665.382271118732,702.7172947606497
1743428764232.0,730.0418879091333,657.5317949346208
1743428764289.0,667.22086133769,737.6716669821532
1743428764342.0,742.9986139318659,733.650256835148
1743428764395.0,791.7761328098717,822.1256578007191
1743428764448.0,800.3674164547226,820.9406255847753
1743428764501.0,779.7138578938232,813.6452985859416
1743428764553.0,904.8118060571323,774.3140099040597
1743428764614.0,1011.6344723658043,773.3437317756955
1743428764669.0,1026.7815525561823,801.9592804616815
1743428764726.0,837.7057998494455,763.4515394841441
1743428764784.0,838.3635907206356,803.8413858410515
1743428764836.0,659.6075387848334,731.2416989915644
1743428764892.0,758.8312572974069,739.644074272868
1743428764947.0,832.4886612552925,701.0022825196673
1743428765003.0,867.8563324612688,709.562071959214
1743428765054.0,927.1151232971428,670.389171556804
1743428765109.0,968.4534273461961,734.3049625413805
1743428765159.0,959.670069947226,613.177480683056
1743428765206.0,1096.2934153701228,709.3248494311105
1743428765253.0,1146.3170556268433,594.6682945015106
1743428765304.0,1125.9085723400583,784.1238197405197
1743428765355.0,1042.4746629878157,788.0446871457619
1743428765405.0,963.7425175071611,771.8083656843069
1743428765456.0,981.9693781916906,689.9182083022598
1743428765509.0,944.8966192737587,615.7727294227041
1743428765562.0,861.2461901162768,638.4539708626584
1743428765618.0,768.2121097029515,679.170081059816
1743428765674.0,742.5976980021087,444.3050016226044
1743428765728.0,732.1337861323744,467.6676705110248
1743428765783.0,613.5808150644082,367.16400927736817
1743428765837.0,769.5240221021107,519.9431208430306
1743428765894.0,879.2900022760874,527.2820441789866
1743428765948.0,933.9294463586538,537.2879260192374
1743428766001.0,1087.8178072542396,645.8395815248703
1743428766054.0,1056.2332926382155,662.2452712124643
1743428766106.0,965.6624517893445,733.1880354937776
1743428766162.0,966.1204554646557,785.7741677588853
1743428766214.0,850.4222416690397,867.3131298023344
1743428766268.0,713.0634082976742,767.4852666588406
1743428766321.0,518.8030344592461,591.3281245448684
1743428766377.0,332.48069614251335,609.8403742862017
1743428766428.0,300.41256367356186,628.7700563137922
1743428766479.0,403.25921706616754,475.541191281954
1743428766530.0,498.0986750471839,417.0574537942962
1743428766581.0,413.3677336881784,259.4580705592096
1743428766630.0,503.4365984274724,368.57762821150277
1743428766679.0,525.1439611457101,433.04424224094464
1743428766726.0,412.6146997467482,446.3683664911289
1743428766774.0,579.8093321254735,400.5363834672933
1743428766820.0,668.8272183026588,483.2522548999249
1743428766871.0,728.7269300219376,468.31515849215566
1743428766924.0,737.0692485747174,691.949396809899
1743428766975.0,810.7994312825272,837.8075293767837
1743428767027.0,809.7828883740001,729.2099844674805
1743428767080.0,850.086410774189,532.7192963432556
1743428767131.0,750.9407392622726,399.75955816434515
1743428767183.0,726.673465752415,349.42496857290075
1743428767237.0,757.4695530033578,337.15254608953745
1743428767295.0,750.5624664939631,308.94718166429163
1743428767352.0,732.3395607183697,344.3575552081099
1743428767403.0,692.9631643568175,271.31933778463286
1743428767463.0,546.7542395081416,369.88720837253777
1743428767515.0,546.2416574539665,307.99164195296174
1743428767575.0,635.6004313079302,311.97996110187216
1743428767634.0,663.5191220333921,341.22352187389214
1743428767684.0,490.23223063416606,336.63704572624016
1743428767739.0,463.6047670283683,188.99051990546374
1743428767793.0,475.59134724300907,286.90291666534586
1743428767848.0,677.4420839498466,257.8017017225639
1743428767903.0,617.351854087924,431.3679221547212
1743428767961.0,705.095811601519,518.191710770658
1743428768017.0,806.9435819440353,388.11801305975956
1743428768069.0,799.981493834082,347.28578910943236
1743428768124.0,843.5256271836776,438.10501304493994
1743428768177.0,1121.9196945428453,665.9237120092101
1743428768229.0,930.3672394483132,614.7074755783439
1743428768281.0,815.3215542989726,495.6196220820972
1743428768335.0,674.8964347306317,477.216956426627
1743428768386.0,656.3461592006727,541.681670118083
1743428768437.0,788.863083928294,553.4820199555281
1743428768548.0,776.5694189442618,439.9089143205265
1743428768606.0,769.2325375951062,493.0108645766794
1743428768663.0,800.1634811884986,536.5566807752286
1743428768720.0,719.0534792792207,461.82496263540304
1743428768777.0,737.1778396536811,325.89431269838474
1743428768831.0,710.5216159597863,229.6452331077064
1743428768884.0,699.0156142933462,151.30114014548386
1743428768937.0,731.1358731974616,87.04421809111723
1743428768993.0,724.7746910899242,-14.493359901085775
1743428769050.0,761.4483288502024,56.80888859715843
1743428769108.0,743.9621807285821,-1.959039993930439
1743428769165.0,798.8584470460337,4.826212323377092
1743428769213.0,767.5015558398826,4.930290272255032
1743428769266.0,767.897520616627,43.085142701892664
1743428769319.0,977.0755505256491,273.22785425447734
1743428769373.0,1004.156270287713,268.96038002465775
1743428769431.0,975.5337159480314,301.7725745609204
1743428769484.0,955.1544359941372,319.9376661064693
1743428769537.0,948.0525380591768,292.92616930744896
1743428769591.0,875.7671765389947,277.5187778487047
1743428769645.0,766.7945638382689,180.6277536548049
1743428769698.0,711.8326763135306,234.00019355552016
1743428769750.0,644.1721741460767,196.50773354904447
1743428769801.0,733.0898853247844,114.75986798909068
1743428769852.0,590.7709356667274,206.21536634537344
1743428769910.0,636.9799674257938,353.56166653688126
1743428769966.0,642.5705597114465,330.40981471096904
1743428770021.0,614.6796754415761,293.0479818732095
1743428770076.0,650.8173780749555,238.35762980547125
1743428770130.0,562.3093984251412,244.16166668241675
1743428770182.0,488.11582054649114,216.334624435852
1743428770233.0,574.7827138291689,347.96905358921066
1743428770285.0,629.2267988690455,463.55201678194294
1743428770341.0,767.3812095686484,501.67356054944634
1743428770397.0,757.5561990742978,557.5811155962941
1743428770453.0,807.7512205397064,394.7643147616948
1743428770507.0,915.4826750245828,384.0241039245842
1743428770561.0,861.1004176749339,283.9751784575324
1743428770613.0,923.6607846630288,329.18091161805967
1743428770667.0,942.384895981342,416.38064703482144
1743428770719.0,961.602660685902,406.12919326611615
1743428770772.0,993.413829097811,363.0573405753235
1743428772362.0,1154.598006049034,332.9963106114441
1743428772415.0,1263.6261152278032,372.68352092808584
1743428772465.0,1171.8659663722533,308.31899788460856
1743428772515.0,1212.745000224164,223.31740290158208
1743428772569.0,1134.627382534801,180.25606872807808
1743428772624.0,924.0812255861912,114.99499289873641
1743428772684.0,793.9280989829198,168.92233526427373
1743428772737.0,722.3644872439468,204.48221574169742
1743428772794.0,689.4338623426117,242.3793597528952
1743428772849.0,609.6263350308514,362.2454626464389
1743428772907.0,609.4617031858149,374.8530984534317
1743428772963.0,601.2689614865886,356.5112875171635
1743428773016.0,644.9042262798984,291.7724690697993
1743428773074.0,695.7084382657662,268.2604537568414
1743428773130.0,707.0660508417113,242.85904845792848
1743428773185.0,790.1818544679129,319.09569532983323
1743428773240.0,845.7176450976355,390.2251055215798
1743428773298.0,888.3125661663375,428.9010879595648
1743428773352.0,916.7153733912835,404.8499755553155
1743428773408.0,943.2944093322685,297.2428999673269
1743428773465.0,1071.0058516252263,371.6369809543869
1743428773524.0,1016.0373452222971,263.0539319296129
1743428773582.0,1035.07002186279,431.5113563018149
1743428773639.0,1188.1828030332565,172.894068300926
1743428773696.0,1288.619792894329,105.40907527462154
1743428773753.0,1247.5818862972542,87.0120041344325
1743428773809.0,1236.3099737865232,101.36989302428682
1743428773864.0,1192.2255424669634,132.613026465764
1743428773918.0,1245.9097676259064,-25.899638068461144
1743428773972.0,1213.0465542870843,110.07400555443236
1743428774030.0,1219.3447777795443,201.49175366121108
1743428774086.0,1242.6195776866527,286.92110719663043
1743428774141.0,1142.2862045867705,288.32507134480875
1743428774196.0,1088.258479035187,446.99624522308994
1743428774250.0,1118.9986640481113,483.3914366215029
1743428774303.0,1171.9003990907847,484.0728841938283
1743428774356.0,1272.7876270674597,388.7041459821815
1743428774423.0,1345.717883837999,446.53777522574603
1743428774477.0,1412.884506231007,429.19593558550815
1743428774528.0,1536.0111325411708,345.07885781679647
1743428774579.0,1529.6311887950621,256.37158723427825
1743428774628.0,1491.469763258471,363.80191412580814
1743428774678.0,1282.1994242822832,514.0746660060411
1743428774727.0,1366.1245578184803,480.6825943144704
1743428774777.0,1194.2328236983476,465.8730710790586
1743428774827.0,1120.0020775428113,453.209714842851
1743428774875.0,1006.1635739704185,270.6941323378079
1743428774925.0,1039.6177517532306,139.7232448320235
1743428774975.0,930.3939273991142,163.37160972598264
1743428775025.0,739.9558941435504,309.07383850104674
1743428775075.0,792.4781040339319,228.5102283849189
1743428775125.0,880.5114042252794,132.73216430213608
1743428775175.0,825.0493913587517,104.39756543049296
1743428775226.0,757.5973489457768,113.58559311864884
1743428775275.0,734.6167454289601,114.40301523805542
1743428775326.0,748.7471164703948,216.90383815843416
1743428775375.0,728.2389966669284,298.68862744163545
